date,price,position,gross_return,turnover,trading_cost,financing_cost,raw_net_return,net_return,equity,bankrupt
2012-12-07 14:30:00+00:00,19.595388412475582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,False
2012-12-10 14:30:00+00:00,19.65770149230957,2.0,0.006359973941043595,2.0,0.002,0.00015873015873015873,0.004201243782313437,0.004201243782313437,10042.012437823134,False
2012-12-11 14:30:00+00:00,19.673276901245117,2.0,0.0015846622700665947,0.0,0.0,0.00015873015873015873,0.001425932111336436,0.001425932111336436,10056.331665820664,False
2012-12-12 14:30:00+00:00,19.74337577819824,2.0,0.007126304103276748,0.0,0.0,0.00015873015873015873,0.00696757394454659,0.00696757394454659,10126.399900313154,False
2012-12-13 14:30:00+00:00,19.688854217529297,2.0,-0.005523023142693484,0.0,0.0,0.00015873015873015873,-0.0056817533014236424,-0.0056817533014236424,10068.864194248015,False
2012-12-14 14:30:00+00:00,19.66549301147461,2.0,-0.002373038653908921,0.0,0.0,0.00015873015873015873,-0.0025317688126390795,-0.0025317688126390795,10043.372157902319,False
2012-12-17 14:30:00+00:00,19.782316207885746,2.0,0.011881034087777298,0.0,0.0,0.00015873015873015873,0.01172230392904714,0.01172230392904714,10161.103618809779,False
2012-12-18 14:30:00+00:00,19.89134979248047,2.0,0.01102333856651816,0.0,0.0,0.00015873015873015873,0.010864608407788,0.010864608407788,10271.500030619105,False
2012-12-19 14:30:00+00:00,19.93807601928711,2.0,0.004698145404320897,0.0,0.0,0.00015873015873015873,0.0045394152455907385,0.0045394152455907385,10318.126634453181,False
2012-12-20 14:30:00+00:00,19.93807601928711,2.0,0.0,0.0,0.0,0.00015873015873015873,-0.00015873015873015873,-0.00015873015873015873,10316.488836574697,False
2012-12-21 14:30:00+00:00,20.049558639526367,2.0,0.011182886466218012,0.0,0.0,0.00015873015873015873,0.011024156307487853,0.011024156307487853,10430.219422053551,False
2012-12-24 14:30:00+00:00,19.95600700378418,2.0,-0.009332039415347104,0.0,0.0,0.00015873015873015873,-0.009490769574077263,-0.009490769574077263,10331.228612911777,False
2012-12-26 14:30:00+00:00,19.90144157409668,2.0,-0.005468571911921405,0.0,0.0,0.00015873015873015873,-0.005627302070651563,-0.005627302070651563,10273.091668745963,False
2012-12-27 14:30:00+00:00,19.84687042236328,2.0,-0.005484140586521802,0.0,0.0,0.00015873015873015873,-0.00564287074525196,-0.00564287074525196,10215.121940305105,False
