date,price,position,gross_return,turnover,trading_cost,financing_cost,raw_net_return,net_return,equity,bankrupt
2012-12-07 14:30:00+00:00,19.595388412475582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,False
2012-12-10 14:30:00+00:00,19.65770149230957,1.0,0.0031799869705217976,1.0,0.001,0.0,0.0021799869705217976,0.0021799869705217976,10021.799869705219,False
2012-12-11 14:30:00+00:00,19.673276901245117,1.0,0.0007923311350332973,0.0,0.0,0.0,0.0007923311350332973,0.0007923311350332973,10029.740453771059,False
2012-12-12 14:30:00+00:00,19.74337577819824,1.0,0.003563152051638374,0.0,0.0,0.0,0.003563152051638374,0.003563152051638374,10065.477944046313,False
2012-12-13 14:30:00+00:00,19.688854217529297,1.0,-0.002761511571346742,0.0,0.0,0.0,-0.002761511571346742,-0.002761511571346742,10037.682010232693,False
2012-12-14 14:30:00+00:00,19.66549301147461,1.0,-0.0011865193269544605,0.0,0.0,0.0,-0.0011865193269544605,-0.0011865193269544605,10025.772106529728,False
2012-12-17 14:30:00+00:00,19.782316207885746,1.0,0.005940517043888649,0.0,0.0,0.0,0.005940517043888649,0.005940517043888649,10085.330376606711,False
2012-12-18 14:30:00+00:00,19.89134979248047,1.0,0.00551166928325908,0.0,0.0,0.0,0.00551166928325908,0.00551166928325908,10140.917382254975,False
2012-12-19 14:30:00+00:00,19.93807601928711,1.0,0.0023490727021604485,0.0,0.0,0.0,0.0023490727021604485,0.0023490727021604485,10164.739134452493,False
2012-12-20 14:30:00+00:00,19.93807601928711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10164.739134452493,False
2012-12-21 14:30:00+00:00,20.049558639526367,1.0,0.005591443233109006,0.0,0.0,0.0,0.005591443233109006,0.005591443233109006,10221.574696302147,False
2012-12-24 14:30:00+00:00,19.95600700378418,1.0,-0.004666019707673552,0.0,0.0,0.0,-0.004666019707673552,-0.004666019707673552,10173.880627325745,False
2012-12-26 14:30:00+00:00,19.90144157409668,1.0,-0.0027342859559607025,0.0,0.0,0.0,-0.0027342859559607025,-0.0027342859559607025,10146.062328408827,False
2012-12-27 14:30:00+00:00,19.84687042236328,1.0,-0.002742070293260901,0.0,0.0,0.0,-0.002742070293260901,-0.002742070293260901,10118.241112304524,False
2012-12-28 14:30:00+00:00,19.706558227539062,1.0,-0.007069739048939261,0.0,0.0,0.0,-0.007069739048939261,-0.007069739048939261,10046.707788006282,False
2012-12-31 14:30:00+00:00,19.542858123779297,1.0,-0.008306884534053371,0.0,0.0,0.0,-0.008306884534053371,-0.008306884534053371,9963.250946463939,False
2013-01-02 14:30:00+00:00,19.72994041442871,1.0,0.009572923748639273,0.0,0.0,0.0,0.009572923748639273,0.009572923748639273,10058.628388062996,False
2013-01-03 14:30:00+00:00,19.77671813964844,1.0,0.002370900481053706,0.0,0.0,0.0,0.002370900481053706,0.002370900481053706,10082.476394946996,False
2013-01-04 14:30:00+00:00,19.79230308532715,1.0,0.0007880450926518456,0.0,0.0,0.0,0.0007880450926518456,0.0007880450926518456,10090.421840991812,False
2013-01-07 14:30:00+00:00,19.74553871154785,1.0,-0.0023627555407619294,0.0,0.0,0.0,-0.0023627555407619294,-0.0023627555407619294,10066.580640878385,False
2013-01-08 14:30:00+00:00,19.613014221191406,1.0,-0.006711616851402535,0.0,0.0,0.0,-0.006711616851402535,-0.006711616851402535,9999.017608613061,False
2013-01-09 14:30:00+00:00,19.706558227539062,1.0,0.0047694864895668765,0.0,0.0,0.0,0.0047694864895668765,0.0047694864895668765,10046.707788006284,False
2013-01-10 14:30:00+00:00,19.79230308532715,1.0,0.004351082355327884,0.0,0.0,0.0,0.004351082355327884,0.004351082355327884,10090.421840991812,False
2013-01-11 14:30:00+00:00,19.72215461730957,1.0,-0.0035442296793435357,0.0,0.0,0.0,-0.0035442296793435357,-0.0035442296793435357,10054.659068425874,False
2013-01-14 14:30:00+00:00,19.7143497467041,1.0,-0.00039574127456731834,0.0,0.0,0.0,-0.00039574127456731834,-0.00039574127456731834,10050.680024830794,False
2013-01-15 14:30:00+00:00,19.683177947998047,1.0,-0.0015811730595509665,0.0,0.0,0.0,-0.0015811730595509665,-0.0015811730595509665,10034.788160345364,False
2013-01-16 14:30:00+00:00,19.683177947998047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10034.788160345364,False
2013-01-17 14:30:00+00:00,19.83908462524414,1.0,0.007920808197639184,0.0,0.0,0.0,0.007920808197639184,0.007920808197639184,10114.271792667401,False
2013-01-18 14:30:00+00:00,19.737743377685547,1.0,-0.005108161463742267,0.0,0.0,0.0,-0.005108161463742267,-0.005108161463742267,10062.606459262282,False
2013-01-22 14:30:00+00:00,19.815704345703125,1.0,0.003949842012117566,0.0,0.0,0.0,0.003949842012117566,0.003949842012117566,10102.352165006483,False
2013-01-23 14:30:00+00:00,19.862470626831055,1.0,0.002360061510408462,0.0,0.0,0.0,0.002360061510408462,0.002360061510408462,10126.194337515706,False
2013-01-24 14:30:00+00:00,19.862470626831055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10126.194337515706,False
2013-01-25 14:30:00+00:00,19.979398727416992,1.0,0.005886886016485127,0.0,0.0,0.0,0.005886886016485127,0.005886886016485127,10185.806089361438,False
2013-01-28 14:30:00+00:00,19.96379280090332,1.0,-0.0007811009093209309,0.0,0.0,0.0,-0.0007811009093209309,-0.0007811009093209309,10177.849946962871,False
2013-01-29 14:30:00+00:00,20.01058006286621,1.0,0.002343605868358578,0.0,0.0,0.0,0.002343605868358578,0.002343605868358578,10201.702815825845,False
2013-01-30 14:30:00+00:00,19.97160530090332,1.0,-0.0019477077546200539,0.0,0.0,0.0,-0.0019477077546200539,-0.0019477077546200539,10181.832880141134,False
2013-01-31 14:30:00+00:00,19.979398727416992,1.0,0.00039022534224231187,0.0,0.0,0.0,0.00039022534224231187,0.00039022534224231187,10185.80608936144,False
2013-02-01 14:30:00+00:00,20.14310073852539,1.0,0.008193540423404144,0.0,0.0,0.0,0.008193540423404144,0.008193540423404144,10269.26390329958,False
2013-02-04 14:30:00+00:00,20.01058006286621,1.0,-0.0065789610735412785,0.0,0.0,0.0,-0.0065789610735412785,-0.0065789610735412785,10201.702815825849,False
2013-02-05 14:30:00+00:00,20.127506256103516,1.0,0.005843218580869003,0.0,0.0,0.0,0.005843218580869003,0.005843218580869003,10261.313595275786,False
2013-02-06 14:30:00+00:00,20.104127883911133,1.0,-0.001161513597110142,0.0,0.0,0.0,-0.001161513597110142,-0.001161513597110142,10249.394940010661,False
2013-02-07 14:30:00+00:00,20.049558639526367,1.0,-0.0027143303454827405,0.0,0.0,0.0,-0.0027143303454827405,-0.0027143303454827405,10221.574696302154,False
2013-02-08 14:30:00+00:00,20.22104835510254,1.0,0.008553291304781663,0.0,0.0,0.0,0.008553291304781663,0.008553291304781663,10309.002802273211,False
2013-02-11 14:30:00+00:00,20.182069778442383,1.0,-0.0019276239280798801,0.0,0.0,0.0,-0.0019276239280798801,-0.0019276239280798801,10289.130921796905,False
2013-02-12 14:30:00+00:00,20.205461502075195,1.0,0.001159034920085178,0.0,0.0,0.0,0.001159034920085178,0.001159034920085178,10301.056383832596,False
2013-02-13 14:30:00+00:00,20.18986701965332,1.0,-0.0007717954088934942,0.0,0.0,0.0,-0.0007717954088934942,-0.0007717954088934942,10293.106075808802,False
2013-02-14 14:30:00+00:00,20.236637115478516,1.0,0.0023165133172828867,0.0,0.0,0.0,0.0023165133172828867,0.0023165133172828867,10316.95019310962,False
2013-02-15 14:30:00+00:00,20.205461502075195,1.0,-0.001540553068448025,0.0,0.0,0.0,-0.001540553068448025,-0.001540553068448025,10301.056383832598,False
2013-02-19 14:30:00+00:00,20.322389602661133,1.0,0.005786955203865407,0.0,0.0,0.0,0.005786955203865407,0.005786955203865407,10360.66813567833,False
2013-02-20 14:30:00+00:00,20.150896072387695,1.0,-0.008438649864826009,0.0,0.0,0.0,-0.008438649864826009,-0.008438649864826009,10273.238084915682,False
2013-02-21 14:30:00+00:00,20.002788543701172,1.0,-0.007349922710855106,0.0,0.0,0.0,-0.007349922710855106,-0.007349922710855106,10197.730579001338,False
2013-02-22 14:30:00+00:00,20.18986701965332,1.0,0.00935261978815749,0.0,0.0,0.0,0.00935261978815749,0.00935261978815749,10293.106075808804,False
2013-02-25 14:30:00+00:00,20.072933197021484,1.0,-0.005791708410858298,0.0,0.0,0.0,-0.005791708410858298,-0.005791708410858298,10233.491406775685,False
2013-02-26 14:30:00+00:00,20.02616500854492,1.0,-0.002329913023548791,0.0,0.0,0.0,-0.002329913023548791,-0.002329913023548791,10209.648261870665,False
2013-02-27 14:30:00+00:00,20.072933197021484,1.0,0.0023353541957040758,0.0,0.0,0.0,0.0023353541957040758,0.0023353541957040758,10233.491406775687,False
2013-02-28 14:30:00+00:00,20.228851318359375,1.0,0.0077675803435157675,0.0,0.0,0.0,0.0077675803435157675,0.0077675803435157675,10312.980873472497,False
2013-03-01 14:30:00+00:00,20.19766616821289,1.0,-0.0015416174480545886,0.0,0.0,0.0,-0.0015416174480545886,-0.0015416174480545886,10297.0822022165,False
2013-03-04 14:30:00+00:00,20.17427444458008,1.0,-0.0011581399275537585,0.0,0.0,0.0,-0.0011581399275537585,-0.0011581399275537585,10285.15674018081,False
2013-03-05 14:30:00+00:00,20.24443626403809,1.0,0.003477786507303904,0.0,0.0,0.0,0.003477786507303904,0.003477786507303904,10320.926319517317,False
2013-03-06 14:30:00+00:00,20.27562141418457,1.0,0.001540430651649105,0.0,0.0,0.0,0.001540430651649105,0.001540430651649105,10336.824990773312,False
