date,EWA,EWC,EWG,EWH,EWJ,EWS,EWU,EWW,EWQ,EWP
1996-03-18 14:30:00+00:00,2.9645721912384033,4.350103855133057,6.569159984588623,5.07590389251709,38.45407485961914,8.779228210449219,7.903872966766357,5.322443962097168,5.268260478973389,4.4496893882751465
1996-03-19 14:30:00+00:00,3.001629114151001,4.376468658447266,6.59971284866333,5.1487627029418945,38.29451370239258,8.867016792297363,7.903872966766357,5.322443962097168,5.268260478973389,4.4496893882751465
1996-03-20 14:30:00+00:00,3.001629114151001,4.376468658447266,6.59971284866333,5.1001877784729,38.29451370239258,8.779228210449219,7.903872966766357,5.48275899887085,5.268260478973389,4.4496893882751465
1996-03-21 14:30:00+00:00,3.038687229156494,4.376468658447266,6.59971284866333,5.270193576812744,39.25186920166016,8.779228210449219,7.903872966766357,5.450695037841797,5.216614723205566,4.532861232757568
1996-03-22 14:30:00+00:00,3.038687229156494,4.376468658447266,6.59971284866333,5.245907783508301,39.09231948852539,8.95481014251709,7.903872966766357,5.514821529388428,5.216614723205566,4.532861232757568
1996-03-25 14:30:00+00:00,3.038687229156494,4.376468658447266,6.691376686096191,5.343055248260498,39.41142654418945,9.042604446411133,7.903872966766357,5.514821529388428,5.216614723205566,4.532861232757568
1996-03-26 14:30:00+00:00,3.038687229156494,4.376468658447266,6.660823822021484,5.343055248260498,39.41142654418945,9.086501121520996,7.903872966766357,5.5468831062316895,5.371562957763672,4.532861232757568
1996-03-27 14:30:00+00:00,3.038687229156494,4.376468658447266,6.59971284866333,5.245907783508301,39.73055267333984,8.99870777130127,7.824036598205566,5.418632984161377,5.319913864135742,4.532861232757568
1996-03-28 14:30:00+00:00,3.038687229156494,4.376468658447266,6.660823822021484,5.270193576812744,39.73055267333984,8.867016792297363,7.824036598205566,5.48275899887085,5.345736980438232,4.553654193878174
1996-03-29 14:30:00+00:00,3.038687229156494,4.402832508087158,6.59971284866333,5.221621990203857,40.04966354370117,8.99870777130127,7.863955974578857,5.450695037841797,5.449036598205566,4.595240116119385
1996-04-01 14:30:00+00:00,3.07574200630188,4.402832508087158,6.63026762008667,5.270193576812744,40.04966354370117,8.867016792297363,8.023630142211914,5.6110100746154785,5.449036598205566,4.574446678161621
1996-04-02 14:30:00+00:00,3.07574200630188,4.42919921875,6.660823822021484,5.391629695892334,40.36880111694336,8.823124885559082,8.023630142211914,5.5468831062316895,5.526510238647461,4.616032600402832
1996-04-03 14:30:00+00:00,3.038687229156494,4.42919921875,6.59971284866333,5.367341041564941,40.04966354370117,8.867016792297363,8.023630142211914,5.5789475440979,5.526510238647461,4.636826038360596
1996-04-04 14:30:00+00:00,3.07574200630188,4.42919921875,6.569159984588623,5.270193576812744,40.2092399597168,8.867016792297363,8.023630142211914,5.5789475440979,5.526510238647461,4.636826038360596
1996-04-08 13:30:00+00:00,3.0201566219329834,4.42919921875,6.538605213165283,5.221621990203857,39.57099151611328,8.691437721252441,7.943793773651123,5.450695037841797,5.526510238647461,4.574446678161621
1996-04-09 13:30:00+00:00,3.0572140216827393,4.42919921875,6.569159984588623,5.29448127746582,40.2092399597168,8.691437721252441,8.023630142211914,5.450695037841797,5.526510238647461,4.574446678161621
1996-04-10 13:30:00+00:00,3.038687229156494,4.481925964355469,6.569159984588623,5.245907783508301,39.89012145996094,8.779228210449219,8.023630142211914,5.514821529388428,5.500686168670654,4.574446678161621
