date,spy_return,position,turnover,trading_cost,leverage_financing,net_return
2004-11-19 14:30:00+00:00,0.00901301715986258,0.0,0.0,0.0,0.0,0.0
2004-11-22 14:30:00+00:00,0.0037963820517381563,0.0,0.0,0.0,0.0,0.0
2004-11-23 14:30:00+00:00,-0.004449405106670246,0.0,0.0,0.0,0.0,-0.0
2004-11-24 14:30:00+00:00,0.006703893565598751,0.0,0.0,0.0,0.0,0.0
2004-11-26 14:30:00+00:00,0.005327451332548749,0.0,0.0,0.0,0.0,0.0
2004-11-29 14:30:00+00:00,0.002428805655286581,0.0,0.0,0.0,0.0,0.0
2004-11-30 14:30:00+00:00,-0.00616745781020589,0.0,0.0,0.0,0.0,-0.0
2004-12-01 14:30:00+00:00,0.005762458829464467,0.0,0.0,0.0,0.0,0.0
2004-12-02 14:30:00+00:00,-0.009475546387280875,0.0,0.0,0.0,0.0,-0.0
2004-12-03 14:30:00+00:00,0.014460460514998497,0.0,0.0,0.0,0.0,0.0
2004-12-06 14:30:00+00:00,-0.00942983156939825,0.0,0.0,0.0,0.0,-0.0
2004-12-07 14:30:00+00:00,-0.0013282612580445274,0.0,0.0,0.0,0.0,-0.0
2004-12-08 14:30:00+00:00,-0.02438488747362011,0.0,0.0,0.0,0.0,-0.0
2004-12-09 14:30:00+00:00,-0.005226074778644008,0.0,0.0,0.0,0.0,-0.0
2004-12-10 14:30:00+00:00,-0.0077661069453631715,0.0,0.0,0.0,0.0,-0.0
2004-12-13 14:30:00+00:00,0.010819549621581936,0.0,0.0,0.0,0.0,0.0
2004-12-14 14:30:00+00:00,-0.008198601949500617,0.0,0.0,0.0,0.0,-0.0
2004-12-15 14:30:00+00:00,0.010103385743157833,0.0,0.0,0.0,0.0,0.0
2004-12-16 14:30:00+00:00,-0.00704708709849311,0.0,0.0,0.0,0.0,-0.0
2004-12-17 14:30:00+00:00,0.011675785667812244,0.0,0.0,0.0,0.0,0.0
2004-12-20 14:30:00+00:00,0.003394467765116538,0.0,0.0,0.0,0.0,0.0
2004-12-21 14:30:00+00:00,-0.002706335847357022,0.0,0.0,0.0,0.0,-0.0
2004-12-22 14:30:00+00:00,-0.00452285747214809,0.0,0.0,0.0,0.0,-0.0
2004-12-23 14:30:00+00:00,0.005679236651527697,0.0,0.0,0.0,0.0,0.0
2004-12-27 14:30:00+00:00,0.004743597973824398,0.0,0.0,0.0,0.0,0.0
2004-12-28 14:30:00+00:00,-0.0024730353301175567,0.0,0.0,0.0,0.0,-0.0
2004-12-29 14:30:00+00:00,-0.016001782771341122,0.0,0.0,0.0,0.0,-0.0
2004-12-30 14:30:00+00:00,0.0038937696801815136,0.0,0.0,0.0,0.0,0.0
2004-12-31 14:30:00+00:00,-0.0006845218512604445,0.0,0.0,0.0,0.0,-0.0
2005-01-03 14:30:00+00:00,-0.017808191618343572,0.0,0.0,0.0,0.0,-0.0
2005-01-04 14:30:00+00:00,-0.006508572206357255,0.0,0.0,0.0,0.0,-0.0
2005-01-05 14:30:00+00:00,-0.0016378920629933624,0.0,0.0,0.0,0.0,-0.0
