date,VTV
2004-01-30 14:30:00+00:00,27.449472427368164
2004-02-02 14:30:00+00:00,27.53866195678711
2004-02-03 14:30:00+00:00,27.53307342529297
2004-02-04 14:30:00+00:00,27.416038513183594
2004-02-05 14:30:00+00:00,27.416038513183594
2004-02-06 14:30:00+00:00,27.689138412475586
2004-02-09 14:30:00+00:00,27.677989959716797
2004-02-10 14:30:00+00:00,27.733726501464844
2004-02-11 14:30:00+00:00,28.196317672729492
2004-02-12 14:30:00+00:00,28.08486557006836
2004-02-13 14:30:00+00:00,27.97339630126953
2004-02-17 14:30:00+00:00,28.179597854614258
2004-02-18 14:30:00+00:00,28.062559127807617
2004-02-19 14:30:00+00:00,28.16288185119629
2004-02-20 14:30:00+00:00,27.945514678955078
2004-02-23 14:30:00+00:00,27.9232234954834
2004-02-24 14:30:00+00:00,27.756027221679688
2004-02-25 14:30:00+00:00,27.96782112121582
2004-02-26 14:30:00+00:00,28.00125503540039
2004-02-27 14:30:00+00:00,28.16288185119629
2004-03-01 14:30:00+00:00,28.39139747619629
2004-03-02 14:30:00+00:00,28.26877212524414
2004-03-03 14:30:00+00:00,28.26877212524414
2004-03-04 14:30:00+00:00,28.330095291137695
2004-03-05 14:30:00+00:00,28.508447647094727
2004-03-08 14:30:00+00:00,28.36910057067871
2004-03-09 14:30:00+00:00,28.1517391204834
2004-03-10 14:30:00+00:00,27.716997146606445
2004-03-11 14:30:00+00:00,27.27671241760254
2004-03-12 14:30:00+00:00,27.455049514770508
2004-03-15 14:30:00+00:00,27.187522888183594
2004-03-16 14:30:00+00:00,27.27671241760254
2004-03-17 14:30:00+00:00,27.69471549987793
2004-03-18 14:30:00+00:00,27.622262954711914
2004-03-19 14:30:00+00:00,27.421607971191406
2004-03-22 14:30:00+00:00,26.981319427490234
2004-03-23 14:30:00+00:00,27.009172439575195
2004-03-24 14:30:00+00:00,26.752796173095703
2004-03-25 14:30:00+00:00,27.120635986328125
2004-03-26 14:30:00+00:00,27.254417419433594
2004-03-29 14:30:00+00:00,27.484188079833984
2004-03-30 14:30:00+00:00,27.669132232666016
2004-03-31 14:30:00+00:00,27.685941696166992
2004-04-01 14:30:00+00:00,27.854082107543945
2004-04-02 14:30:00+00:00,27.854082107543945
2004-04-05 13:30:00+00:00,28.04462242126465
2004-04-06 13:30:00+00:00,28.095077514648438
2004-04-07 13:30:00+00:00,27.95496368408203
2004-04-08 13:30:00+00:00,27.893314361572266
2004-04-12 13:30:00+00:00,27.994197845458984
2004-04-13 13:30:00+00:00,27.613100051879883
2004-04-14 13:30:00+00:00,27.360889434814453
2004-04-15 13:30:00+00:00,27.523420333862305
2004-04-16 13:30:00+00:00,27.669132232666016
2004-04-19 13:30:00+00:00,27.641111373901367
2004-04-20 13:30:00+00:00,27.71957778930664
2004-04-21 13:30:00+00:00,27.46176528930664
2004-04-22 13:30:00+00:00,27.870893478393555
2004-04-23 13:30:00+00:00,27.770008087158203
2004-04-26 13:30:00+00:00,27.65232276916504
2004-04-27 13:30:00+00:00,27.786842346191406
2004-04-28 13:30:00+00:00,27.45056915283203
2004-04-29 13:30:00+00:00,27.131118774414062
2004-04-30 13:30:00+00:00,27.21517562866211
2004-05-03 13:30:00+00:00,27.405731201171875
2004-05-04 13:30:00+00:00,27.506601333618164
2004-05-05 13:30:00+00:00,27.540233612060547
2004-05-06 13:30:00+00:00,27.293643951416016
2004-05-07 13:30:00+00:00,26.839675903320312
2004-05-10 13:30:00+00:00,26.430553436279297
2004-05-11 13:30:00+00:00,26.587480545043945
2004-05-12 13:30:00+00:00,26.705169677734375
2004-05-13 13:30:00+00:00,26.705169677734375
2004-05-14 13:30:00+00:00,26.778039932250977
2004-05-17 13:30:00+00:00,26.51462173461914
2004-05-18 13:30:00+00:00,26.705169677734375
2004-05-19 13:30:00+00:00,26.649131774902344
2004-05-20 13:30:00+00:00,26.665935516357422
2004-05-21 13:30:00+00:00,26.744403839111328
2004-05-24 13:30:00+00:00,26.839675903320312
2004-05-25 13:30:00+00:00,27.23759651184082
2004-05-26 13:30:00+00:00,27.21517562866211
2004-05-27 13:30:00+00:00,27.405731201171875
2004-05-28 13:30:00+00:00,27.416933059692383
2004-06-01 13:30:00+00:00,27.422536849975586
