,spot,spot,spot,spot,spot,spot,perp,perp,perp,perp,perp,perp
2020-10-30 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-10-30 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-10-31 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-10-31 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-10-31 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-01 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-01 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-01 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-02 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-02 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-02 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-03 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-03 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-03 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-04 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-04 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-04 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-05 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-05 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-05 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-06 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-06 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-06 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-07 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-07 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-07 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-08 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-08 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-08 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-09 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-09 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-09 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-10 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-10 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-10 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-11 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-11 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-11 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-12 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-12 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-12 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-13 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-13 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-13 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-14 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-14 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-14 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-15 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-15 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-15 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-16 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2020-11-16 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-16 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-17 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-17 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-17 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-18 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-18 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-18 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-19 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-19 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-19 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-20 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-20 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-20 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-21 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-21 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-21 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-22 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-22 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-22 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-23 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-23 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-23 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-24 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-24 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-24 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-25 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-25 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-25 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-26 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-26 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-26 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-27 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-27 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-27 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-28 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-28 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-28 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-29 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-29 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-29 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-30 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.07499999999999998,-0.275,-0.275,0.07499999999999998,-0.1
2020-11-30 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-11-30 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-01 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-01 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-01 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-02 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-02 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-02 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-03 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-03 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-03 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-04 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-04 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-04 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-05 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-05 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-05 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-06 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-06 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-06 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-07 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-07 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-07 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-08 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-08 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-08 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-09 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-09 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-09 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-10 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-10 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-10 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-11 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-11 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-11 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-12 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-12 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-12 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-13 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-13 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-13 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-14 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-14 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-14 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-15 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-15 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-15 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-16 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-16 08:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
2020-12-16 16:00:00+00:00,0.1,0.1,0.1,0.1,0.1,0.1,-0.275,0.07499999999999998,-0.1,-0.275,0.07499999999999998,-0.1
